file,status,stage,duration_years,method,rd_percent_per_year,rows_raw,rows_filtered,reason
my_117_csv_34.csv,GOOD,done,9.859,YOY (energy-ratio),-0.2829,3589,137,YOY degradation rate = -0.283 %/yr
my_118_csv_1416.csv,BLOCKED,duration,0.86,,,3472,,Only ~10 months (<1 year). Degradation correctly not attempted.
my_119_csv_1369.csv,WARNING,done,7.14,YOY,-0.4715,3595,321,YOY degradation rate = -0.472 %/yr (with caveats)
my_11_csv_1223.csv,WARNING,done,3.693,YOY,-0.1086,1421,1316,YOY degradation rate = -0.109 %/yr (with caveats)
my_120_csv_2045.csv,BLOCKED,analyze,1.593,,,3545,,"Not enough information: no usable DC Power column found, so degradation can't be computed."
my_121_csv_1433.csv,WARNING,done,6.992,YOY (energy-ratio),-1.0953,3600,568,YOY degradation rate = -1.095 %/yr (with caveats)
my_122_csv_1431.csv,WARNING,done,8.041,YOY,-2.4866,3585,125,YOY degradation rate = -2.487 %/yr (with caveats)
my_123_csv_1418.csv,WARNING,done,3.584,YOY (energy-ratio),3.7977,2421,225,YOY degradation rate = 3.798 %/yr (with caveats)
my_12_csv_1225.csv,WARNING,done,3.693,YOY,-0.0953,1420,1401,YOY degradation rate = -0.095 %/yr (with caveats)
my_13_csv_1229.csv,WARNING,done,6.533,YOY (energy-ratio),-7.71,1440,28,YOY degradation rate = -7.710 %/yr (with caveats)
my_14_csv_1230.csv,WARNING,done,4.914,YOY,-3.0006,1340,469,YOY degradation rate = -3.001 %/yr (with caveats)
my_15_csv_1244.csv,WARNING,done,3.326,YOY,-0.1552,1426,1405,YOY degradation rate = -0.155 %/yr (with caveats)
my_16_csv_1246.csv,WARNING,done,3.499,YOY,-0.0062,1418,1369,YOY degradation rate = -0.006 %/yr (with caveats)
my_17_csv_1248.csv,BLOCKED,analyze,3.493,,,1435,,"Not enough information: no usable DC Power column found, so degradation can't be computed."
my_18_csv_1249.csv,WARNING,done,2.097,YOY,-0.036,1424,1397,YOY degradation rate = -0.036 %/yr (with caveats)
my_19_csv_1250.csv,WARNING,done,4.589,YOY,-0.0252,1431,1338,YOY degradation rate = -0.025 %/yr (with caveats)
my_20_csv_1252.csv,WARNING,done,3.472,YOY,0.0613,1425,1407,YOY degradation rate = 0.061 %/yr (with caveats)
my_21_csv_1253.csv,WARNING,done,3.655,YOY,-0.09,1418,1385,YOY degradation rate = -0.090 %/yr (with caveats)
my_22_csv_1254.csv,WARNING,done,2.281,YOY,-0.8213,1421,1412,YOY degradation rate = -0.821 %/yr (with caveats)
my_23_csv_1255.csv,WARNING,done,3.496,YOY,-0.06,1430,1427,YOY degradation rate = -0.060 %/yr (with caveats)
my_24_csv_1256.csv,WARNING,done,2.606,YOY,0.3582,1435,1375,YOY degradation rate = 0.358 %/yr (with caveats)
my_25_csv_1257.csv,WARNING,done,3.493,YOY,-0.598,1427,1369,YOY degradation rate = -0.598 %/yr (with caveats)
my_26_csv_1258.csv,WARNING,done,3.524,YOY,-0.9951,1424,1355,YOY degradation rate = -0.995 %/yr (with caveats)
my_27_csv_1261.csv,WARNING,done,2.355,YOY,0.1911,1427,1344,YOY degradation rate = 0.191 %/yr (with caveats)
my_28_csv_1263.csv,WARNING,done,3.562,YOY,-0.0273,1417,1404,YOY degradation rate = -0.027 %/yr (with caveats)
my_29_csv_1264.csv,WARNING,done,3.721,YOY,0.1821,1417,1321,YOY degradation rate = 0.182 %/yr (with caveats)
my_30_csv_1265.csv,WARNING,done,3.504,YOY,-0.1919,1436,1427,YOY degradation rate = -0.192 %/yr (with caveats)
my_31_csv_1266.csv,WARNING,done,3.499,YOY,0.0035,1417,1360,YOY degradation rate = 0.004 %/yr (with caveats)
my_32_csv_1268.csv,WARNING,done,3.718,YOY,0.0677,1395,1349,YOY degradation rate = 0.068 %/yr (with caveats)
my_33_csv_1269.csv,WARNING,done,3.502,YOY,0.1676,1430,1392,YOY degradation rate = 0.168 %/yr (with caveats)
my_34_csv_1270.csv,WARNING,done,3.592,YOY,-0.0663,1417,1365,YOY degradation rate = -0.066 %/yr (with caveats)
my_35_csv_1271.csv,WARNING,done,3.474,YOY,-0.0223,1427,1390,YOY degradation rate = -0.022 %/yr (with caveats)
my_36_csv_1272.csv,WARNING,done,3.666,YOY,-0.2644,1417,1384,YOY degradation rate = -0.264 %/yr (with caveats)
my_37_csv_1273.csv,WARNING,done,3.71,YOY,-0.0296,1411,1400,YOY degradation rate = -0.030 %/yr (with caveats)
my_38_csv_1274.csv,WARNING,done,2.333,YOY,-1.6739,1420,1391,YOY degradation rate = -1.674 %/yr (with caveats)
my_39_csv_1276.csv,WARNING,done,8.775,LR,-0.1592,1417,63,LR degradation rate = -0.159 %/yr (with caveats)
my_40_csv_1277.csv,WARNING,done,2.648,YOY,-3.8588,1440,332,YOY degradation rate = -3.859 %/yr (with caveats)
my_41_csv_1278.csv,WARNING,done,8.758,YOY,-5.3427,1417,115,YOY degradation rate = -5.343 %/yr (with caveats)
my_42_csv_1283.csv,WARNING,done,8.427,YOY (energy-ratio),1.81,1344,161,YOY degradation rate = 1.810 %/yr (with caveats)
my_43_csv_1284.csv,WARNING,done,2.667,YOY (energy-ratio),0.7756,1430,184,YOY degradation rate = 0.776 %/yr (with caveats)
my_44_csv_1289.csv,WARNING,done,7.529,YOY,-7.2028,1389,441,YOY degradation rate = -7.203 %/yr (with caveats)
my_45_csv_1300.csv,WARNING,done,5.405,YOY,-0.477,1312,124,YOY degradation rate = -0.477 %/yr (with caveats)
my_46_csv_1305.csv,WARNING,done,2.576,YOY,0.0285,1287,533,YOY degradation rate = 0.028 %/yr (with caveats)
my_47_csv_1307.csv,WARNING,done,3.934,YOY,14.4328,1279,23,YOY degradation rate = 14.433 %/yr (with caveats)
my_48_csv_1308.csv,WARNING,done,4.145,YOY (energy-ratio),35.0302,1188,67,YOY degradation rate = 35.030 %/yr (with caveats)
my_49_csv_1310.csv,WARNING,done,5.251,LR,10.3547,1408,37,LR degradation rate = 10.355 %/yr (with caveats)
my_50_csv_1332.csv,WARNING,done,8.652,YOY,-4.6631,1428,183,YOY degradation rate = -4.663 %/yr (with caveats)
my_51_csv_1200.csv,WARNING,done,5.823,YOY,-3.6611,3600,754,YOY degradation rate = -3.661 %/yr (with caveats)
my_52_csv_1202.csv,WARNING,done,9.415,LR,-0.5303,3586,22,LR degradation rate = -0.530 %/yr (with caveats)
my_53_csv_1207.csv,BLOCKED,duration,0.873,,,3562,,Only ~10 months (<1 year). Degradation correctly not attempted.
my_54_csv_1216.csv,WARNING,done,3.732,YOY,0.4122,3581,1099,YOY degradation rate = 0.412 %/yr (with caveats)
my_55_csv_1218.csv,WARNING,done,3.732,YOY,0.3419,3512,1155,YOY degradation rate = 0.342 %/yr (with caveats)
my_56_csv_1220.csv,BLOCKED,analyze,3.732,,,3512,,"Not enough information: no usable DC Power column found, so degradation can't be computed."
my_57_csv_1222.csv,WARNING,done,3.732,YOY,0.2117,3512,1100,YOY degradation rate = 0.212 %/yr (with caveats)
my_58_csv_1224.csv,WARNING,done,3.732,YOY,-7.8561,3512,968,YOY degradation rate = -7.856 %/yr (with caveats)
my_59_csv_1226.csv,WARNING,done,3.732,YOY,-1.3605,3511,1128,YOY degradation rate = -1.361 %/yr (with caveats)
my_60_csv_1228.csv,BLOCKED,analyze,2.757,,,2706,,"Not enough information: no usable DC Power column found, so degradation can't be computed."
my_61_csv_1231.csv,WARNING,done,5.459,YOY (energy-ratio),-2.5663,3570,554,YOY degradation rate = -2.566 %/yr (with caveats)
my_62_csv_1239.csv,WARNING,done,8.797,YOY (energy-ratio),1.0325,3577,51,YOY degradation rate = 1.032 %/yr (with caveats)
my_63_csv_1245.csv,BLOCKED,duration,0.394,,,3240,,Only ~5 months (<1 year). Degradation correctly not attempted.
my_64_csv_1259.csv,WARNING,done,1.782,LR,0.5413,3600,105,LR degradation rate = 0.541 %/yr (with caveats)
my_65_csv_1260.csv,BLOCKED,duration,0.687,,,3577,,Only ~8 months (<1 year). Degradation correctly not attempted.
my_66_csv_1262.csv,WARNING,done,1.106,LR,0.0232,3532,321,LR degradation rate = 0.023 %/yr (with caveats)
my_67_csv_1267.csv,BLOCKED,duration,0.808,,,3556,,Only ~10 months (<1 year). Degradation correctly not attempted.
my_68_csv_1275.csv,WARNING,done,3.028,YOY,-5.1087,3526,1095,YOY degradation rate = -5.109 %/yr (with caveats)
my_69_csv_1294.csv,BLOCKED,analyze,3.332,,,3546,,"Not enough information: no usable DC Power column found, so degradation can't be computed."
my_70_csv_1295.csv,BLOCKED,analyze,3.441,,,3550,,"Not enough information: no usable DC Power column found, so degradation can't be computed."
my_71_csv_1296.csv,BLOCKED,analyze,1.834,,,3530,,"Not enough information: no usable DC Power column found, so degradation can't be computed."
my_72_csv_1297.csv,BLOCKED,analyze,1.079,,,3531,,"Not enough information: no usable DC Power column found, so degradation can't be computed."
my_73_csv_1298.csv,BLOCKED,analyze,5.432,,,3587,,"Not enough information: no usable DC Power column found, so degradation can't be computed."
my_74_csv_1299.csv,BLOCKED,filter,4.378,YOY,,3548,0,Only 0 row(s) survived filtering (need >= 20) -- not enough clean data to estimate degradation. Correctly refused rather than guessing.
my_75_csv_1301.csv,BLOCKED,analyze,5.547,,,3582,,"Not enough information: no usable DC Power column found, so degradation can't be computed."
my_76_csv_1302.csv,BLOCKED,analyze,5.503,,,3592,,"Not enough information: no usable DC Power column found, so degradation can't be computed."
my_77_csv_1303.csv,BLOCKED,analyze,3.562,,,3590,,"Not enough information: no usable DC Power column found, so degradation can't be computed."
my_78_csv_1304.csv,BLOCKED,analyze,3.485,,,3577,,"Not enough information: no usable DC Power column found, so degradation can't be computed."
my_79_csv_1306.csv,WARNING,done,1.109,LR,33.3671,3565,206,LR degradation rate = 33.367 %/yr (with caveats)
my_80_csv_1309.csv,BLOCKED,analyze,3.075,,,3503,,"Not enough information: no usable DC Power column found, so degradation can't be computed."
my_81_csv_1311.csv,BLOCKED,duration,0.608,,,2784,,Only ~7 months (<1 year). Degradation correctly not attempted.
my_82_csv_1312.csv,WARNING,done,1.448,LR,34.6078,2417,62,LR degradation rate = 34.608 %/yr (with caveats)
my_83_csv_1314.csv,WARNING,done,3.302,YOY,40.8596,3536,3319,YOY degradation rate = 40.860 %/yr (with caveats)
my_84_csv_1315.csv,BLOCKED,filter,1.763,LR,,3434,1,Only 1 row(s) survived filtering (need >= 20) -- not enough clean data to estimate degradation. Correctly refused rather than guessing.
my_85_csv_1316.csv,BLOCKED,filter,1.175,LR,,3266,1,Only 1 row(s) survived filtering (need >= 20) -- not enough clean data to estimate degradation. Correctly refused rather than guessing.
my_86_csv_1317.csv,BLOCKED,duration,0.0,,,3,,Only ~0 months (<1 year). Degradation correctly not attempted.
my_87_csv_1318.csv,BLOCKED,filter,4.279,YOY,,3540,1,Only 1 row(s) survived filtering (need >= 20) -- not enough clean data to estimate degradation. Correctly refused rather than guessing.
my_88_csv_1319.csv,BLOCKED,filter,5.322,YOY,,3393,1,Only 1 row(s) survived filtering (need >= 20) -- not enough clean data to estimate degradation. Correctly refused rather than guessing.
my_89_csv_1320.csv,BLOCKED,duration,0.225,,,1495,,Only ~3 months (<1 year). Degradation correctly not attempted.
my_90_csv_1321.csv,WARNING,done,5.347,YOY,2.0683,3440,2596,YOY degradation rate = 2.068 %/yr (with caveats)
my_91_csv_1322.csv,BLOCKED,duration,0.003,,,3,,Only ~0 months (<1 year). Degradation correctly not attempted.
my_92_csv_1323.csv,WARNING,done,4.611,YOY,5.074,3473,1220,YOY degradation rate = 5.074 %/yr (with caveats)
my_93_csv_1324.csv,WARNING,done,2.453,YOY,66.5829,3552,3024,YOY degradation rate = 66.583 %/yr (with caveats)
my_94_csv_1325.csv,WARNING,done,5.254,YOY (energy-ratio),41.0757,3473,45,YOY degradation rate = 41.076 %/yr (with caveats)
my_95_csv_1326.csv,WARNING,done,3.622,YOY,32.8512,3581,3186,YOY degradation rate = 32.851 %/yr (with caveats)
my_96_csv_1328.csv,BLOCKED,duration,0.468,,,1151,,Only ~6 months (<1 year). Degradation correctly not attempted.
my_97_csv_1329.csv,WARNING,done,5.232,YOY,16.237,3430,2935,YOY degradation rate = 16.237 %/yr (with caveats)
my_98_csv_1330.csv,BLOCKED,duration,0.512,,,3518,,Only ~6 months (<1 year). Degradation correctly not attempted.
my_99_csv_1331.csv,BLOCKED,filter,1.344,LR,,3541,1,Only 1 row(s) survived filtering (need >= 20) -- not enough clean data to estimate degradation. Correctly refused rather than guessing.
new_manifest.csv,BLOCKED,analyze,,,,,,Not enough information: no usable PV variables could be identified in this dataset.
new_my_1.csv,WARNING,done,16.945,YOY (energy-ratio),-1.9897,147394,39014,YOY degradation rate = -1.990 %/yr (with caveats)
new_my_10.csv,WARNING,done,16.003,YOY (energy-ratio),-0.8969,139192,30626,YOY degradation rate = -0.897 %/yr (with caveats)
new_my_11.csv,WARNING,done,16.003,YOY (energy-ratio),-0.7968,139192,22644,YOY degradation rate = -0.797 %/yr (with caveats)
new_my_12.csv,WARNING,done,16.003,YOY (energy-ratio),-2.6446,139192,17919,YOY degradation rate = -2.645 %/yr (with caveats)
new_my_13.csv,WARNING,done,15.685,YOY (energy-ratio),-1.3639,136377,33503,YOY degradation rate = -1.364 %/yr (with caveats)
new_my_14.csv,WARNING,done,17.437,YOY (energy-ratio),-2.6239,151728,35639,YOY degradation rate = -2.624 %/yr (with caveats)
new_my_15.csv,WARNING,done,16.945,YOY (energy-ratio),-1.5462,147396,35070,YOY degradation rate = -1.546 %/yr (with caveats)
new_my_16.csv,WARNING,done,12.077,YOY (energy-ratio),-4.9294,104761,28402,YOY degradation rate = -4.929 %/yr (with caveats)
new_my_17.csv,WARNING,done,16.977,YOY (energy-ratio),-0.7984,147689,39570,YOY degradation rate = -0.798 %/yr (with caveats)
new_my_18.csv,WARNING,done,16.977,YOY (energy-ratio),-1.5854,147689,37880,YOY degradation rate = -1.585 %/yr (with caveats)
new_my_2.csv,WARNING,done,16.003,YOY (energy-ratio),-0.9163,139192,28237,YOY degradation rate = -0.916 %/yr (with caveats)
new_my_3.csv,WARNING,done,7.389,YOY (energy-ratio),-1.2367,64760,12177,YOY degradation rate = -1.237 %/yr (with caveats)
new_my_4.csv,WARNING,done,12.057,YOY (energy-ratio),-0.6434,104623,28471,YOY degradation rate = -0.643 %/yr (with caveats)
new_my_5.csv,WARNING,done,15.54,YOY (energy-ratio),-0.5711,135154,28429,YOY degradation rate = -0.571 %/yr (with caveats)
new_my_6.csv,WARNING,done,7.389,YOY (energy-ratio),-0.2051,64760,10381,YOY degradation rate = -0.205 %/yr (with caveats)
new_my_7.csv,WARNING,done,16.003,YOY (energy-ratio),-0.8109,139192,22720,YOY degradation rate = -0.811 %/yr (with caveats)
new_my_8.csv,WARNING,done,15.54,YOY,-1.1078,135154,14631,YOY degradation rate = -1.108 %/yr (with caveats)
new_my_9.csv,WARNING,done,16.003,YOY (energy-ratio),-1.052,139192,36687,YOY degradation rate = -1.052 %/yr (with caveats)
system_10__date_2000_05_10.csv,BLOCKED,duration,0.0,,,823,,Only ~0 months (<1 year). Degradation correctly not attempted.
under2yr_01.csv,WARNING,done,1.292,LR,10.0715,1435,580,LR degradation rate = 10.071 %/yr (with caveats)
under2yr_02.csv,WARNING,done,1.292,LR,11.1015,1435,572,LR degradation rate = 11.102 %/yr (with caveats)
